RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2022840;ADMINISTRACAO  15/02/2016 14/02/2020;15/02/2016;14/02/2020;3100;3000;3000;1;;1461;2,0534;749,4867;0,9369;;;01/01/2023;31/12/2023;2;0;0;0;0;182,5; 0,5000 ; 0,4684 ; 0,4684 ; 0,4684 ; -     ; 0,4684 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2022841;CIENCIAS BIOLOGICAS  15/02/2016 31/12/2019;15/02/2016;31/12/2019;3304;3200;3200;2,5;;1416;2,2599;824,8588;1,0311;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 0,5000 ; 0,5155 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2022842;MATEMATICA  15/02/2016 31/12/2019;15/02/2016;31/12/2019;3376;3200;3200;2,5;;1416;2,2599;824,8588;1,0311;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,5155 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;PRODUCAO DE GRAOS;RECURSOS NATURAIS;SIM;;2147574;PRODUCAO DE GRAOS  13/02/2017 18/12/2020;13/02/2017;18/12/2020;2600;2400;2400;2,5;;1405;1,7082;623,4875;0,7794;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,3897 ; 0,1948 ; 0,4871 ; 0,2435 ; 0,7306 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2147575;ADMINISTRACAO  13/02/2017 18/12/2020;13/02/2017;18/12/2020;3100;3000;3000;1;;1405;2,1352;779,3594;0,9742;;;01/01/2023;31/12/2023;6;0;0;0;0;182,5; 0,5000 ; 0,4871 ; 1,4613 ; 1,4613 ; -     ; 1,4613 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2147578;CIENCIAS BIOLOGICAS  13/02/2017 18/12/2020;13/02/2017;18/12/2020;3304;3200;3200;2,5;;1405;2,2776;831,3167;1,0391;;;01/01/2023;31/12/2023;3;0;0;0;0;182,5; 0,5000 ; 0,5196 ; 0,7794 ; 1,9484 ; -     ; 1,9484 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2147579;MATEMATICA  13/02/2017 18/12/2020;13/02/2017;18/12/2020;3376;3200;3200;2,5;;1405;2,2776;831,3167;1,0391;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,5196 ; 0,2598 ; 0,6495 ; -     ; 0,6495 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROPECUARIA;RECURSOS NATURAIS;SIM;INTEGRADO;2469402;TECNICO EM AGROPECUARIA INTEGRADO 15/02/2018 17/12/2021;15/02/2018;17/12/2021;3400;1200;3200;2,5;;1402;2,2825;833,0956;1,0414;;;01/01/2023;31/12/2023;4;0;0;0;0;182,5; 0,5000 ; 0,5207 ; 1,0414 ; 2,6034 ; 1,3017 ; 3,9051 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;AGRONEGOCIO;RECURSOS NATURAIS;SIM;;2490703;AGRONEGOCIO  22/02/2018 22/12/2021;22/02/2018;22/12/2021;2600;2400;2400;1,5;;1400;1,7143;625,7143;0,7821;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,3911 ; 0,1955 ; 0,2933 ; 0,1467 ; 0,4400 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;PRODUCAO DE GRAOS;RECURSOS NATURAIS;SIM;;2490704;PRODUCAO DE GRAOS  22/02/2018 22/12/2021;22/02/2018;22/12/2021;2600;2400;2400;2,5;;1400;1,7143;625,7143;0,7821;;;01/01/2023;31/12/2023;3;0;0;0;0;182,5; 0,5000 ; 0,3911 ; 0,5866 ; 1,4665 ; 0,7333 ; 2,1998 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2490705;CIENCIAS BIOLOGICAS  22/02/2018 22/12/2021;22/02/2018;22/12/2021;3304;3200;3200;2,5;;1400;2,2857;834,2857;1,0429;;;01/01/2023;31/12/2023;4;0;0;0;0;182,5; 0,5000 ; 0,5214 ; 1,0429 ; 2,6071 ; -     ; 2,6071 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2490711;ADMINISTRACAO  22/02/2018 22/12/2021;22/02/2018;22/12/2021;3100;3000;3000;1;;1400;2,1429;782,1429;0,9777;;;01/01/2023;31/12/2023;10;0;0;0;0;182,5; 0,5000 ; 0,4888 ; 2,4442 ; 2,4442 ; -     ; 2,4442 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ALIMENTOS;PRODUCAO ALIMENTICIA;NÃO;SUBSEQUENTE;2490713;TECNICO EM ALIMENTOS SUBSEQUENTE 22/02/2018 20/12/2019;22/02/2018;20/12/2019;1337;1200;1200;2,5;;667;1,7991;656,6717;0,8208;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4104 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROPECUARIA;RECURSOS NATURAIS;SIM;INTEGRADO;2570218;TECNICO EM AGROPECUARIA INTEGRADO 13/02/2019 22/12/2021;13/02/2019;22/12/2021;3400;1200;3200;2,5;;1044;3,0651;1.118,7739;1,3985;;;01/01/2023;31/12/2023;2;0;0;0;0;182,5; 0,5000 ; 0,6992 ; 0,6992 ; 1,7481 ; 0,8740 ; 2,6221 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;AGRONEGOCIO;RECURSOS NATURAIS;SIM;;2670357;AGRONEGOCIO  18/02/2019 23/12/2022;18/02/2019;23/12/2022;2600;2400;2400;1,5;;1405;1,7082;623,4875;0,7794;;;01/01/2023;31/12/2023;17;0;0;0;0;182,5; 0,5000 ; 0,3897 ; 3,3123 ; 4,9684 ; 2,4842 ; 7,4526 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;PRODUCAO DE GRAOS;RECURSOS NATURAIS;SIM;;2670364;PRODUCAO DE GRAOS  18/02/2019 23/12/2022;18/02/2019;23/12/2022;2600;2400;2400;2,5;;1405;1,7082;623,4875;0,7794;;;01/01/2023;31/12/2023;6;0;0;0;0;182,5; 0,5000 ; 0,3897 ; 1,1690 ; 2,9226 ; 1,4613 ; 4,3839 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2670367;ADMINISTRACAO  18/02/2019 23/12/2022;18/02/2019;23/12/2022;3100;3000;3000;1;;1405;2,1352;779,3594;0,9742;;;01/01/2023;31/12/2023;33;0;0;0;0;182,5; 0,5000 ; 0,4871 ; 8,0371 ; 8,0371 ; -     ; 8,0371 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2670368;CIENCIAS BIOLOGICAS  18/02/2019 23/12/2022;18/02/2019;23/12/2022;3304;3200;3200;2,5;;1405;2,2776;831,3167;1,0391;;;01/01/2023;31/12/2023;12;0;0;0;0;182,5; 0,5000 ; 0,5196 ; 3,1174 ; 7,7936 ; -     ; 7,7936 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2670369;MATEMATICA  18/02/2019 23/12/2022;18/02/2019;23/12/2022;3376;3200;3200;2,5;;1405;2,2776;831,3167;1,0391;;;01/01/2023;31/12/2023;6;0;0;0;0;182,5; 0,5000 ; 0,5196 ; 1,5587 ; 3,8968 ; -     ; 3,8968 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ALIMENTOS;PRODUCAO ALIMENTICIA;NÃO;SUBSEQUENTE;2670377;TECNICO EM ALIMENTOS SUBSEQUENTE 18/02/2019 23/12/2020;18/02/2019;23/12/2020;1337;1200;1200;2,5;;675;1,7778;648,8889;0,8111;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4056 ; 0,2028 ; 0,5069 ; -     ; 0,5069 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2692110;ADMINISTRACAO  13/02/2020 22/12/2023;13/02/2020;22/12/2023;3100;3000;3000;1;;1409;2,1292;777,1469;0,9714;;;01/01/2023;31/12/2023;22;0;0;356;0;0; 0,9753 ; 0,9475 ; 20,8446 ; 20,8446 ; -     ; 20,8446 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2692113;CIENCIAS BIOLOGICAS  13/02/2020 22/12/2023;13/02/2020;22/12/2023;3304;3200;3200;2,5;;1409;2,2711;828,9567;1,0362;;;01/01/2023;31/12/2023;12;0;0;356;0;0; 0,9753 ; 1,0106 ; 12,1278 ; 30,3194 ; -     ; 30,3194 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2692114;MATEMATICA  13/02/2020 22/12/2023;13/02/2020;22/12/2023;3376;3200;3200;2,5;;1409;2,2711;828,9567;1,0362;;;01/01/2023;31/12/2023;2;0;0;356;0;0; 0,9753 ; 1,0106 ; 2,0213 ; 5,0532 ; -     ; 5,0532 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROPECUARIA;RECURSOS NATURAIS;SIM;SUBSEQUENTE;2692116;TECNICO EM AGROPECUARIA SUBSEQUENTE 13/02/2020 22/12/2021;13/02/2020;22/12/2021;1400;1200;1200;2,5;;679;1,7673;645,0663;0,8063;;;01/01/2023;31/12/2023;5;0;0;0;0;182,5; 0,5000 ; 0,4032 ; 1,0079 ; 2,5198 ; 1,2599 ; 3,7797 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ALIMENTOS;PRODUCAO ALIMENTICIA;NÃO;SUBSEQUENTE;2692117;TECNICO EM ALIMENTOS SUBSEQUENTE 13/02/2020 22/12/2021;13/02/2020;22/12/2021;1340;1200;1200;2,5;;679;1,7673;645,0663;0,8063;;;01/01/2023;31/12/2023;5;0;0;0;0;182,5; 0,5000 ; 0,4032 ; 1,0079 ; 2,5198 ; -     ; 2,5198 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;INTEGRADO;2692119;TECNICO EM INFORMATICA INTEGRADO 13/02/2020 23/12/2022;13/02/2020;23/12/2022;3330;1200;3200;1,5;;1045;3,0622;1.117,7033;1,3971;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 0,5000 ; 0,6986 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROPECUARIA;RECURSOS NATURAIS;SIM;INTEGRADO;2692120;TECNICO EM AGROPECUARIA INTEGRADO 13/02/2020 23/12/2022;13/02/2020;23/12/2022;3384;1200;3200;2,5;;1045;3,0622;1.117,7033;1,3971;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 0,5000 ; 0,6986 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM COMERCIO;GESTAO E NEGOCIOS;NÃO;PROEJA - INTEGRADO;2692121;TECNICO EM COMERCIO PROEJA - INTEGRADO 13/02/2020 23/12/2022;13/02/2020;23/12/2022;2400;800;2400;2,5;;1045;2,2967;838,2775;1,0478;;;01/01/2023;31/12/2023;5;0;0;0;0;182,5; 0,5000 ; 0,5239 ; 1,3098 ; 3,2745 ; -     ; 3,2745 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;AGRONEGOCIO;RECURSOS NATURAIS;SIM;;2692123;AGRONEGOCIO  13/02/2020 22/12/2023;13/02/2020;22/12/2023;2600;2400;2400;1,5;;1409;1,7033;621,7175;0,7771;;;01/01/2023;31/12/2023;16;0;0;356;0;0; 0,9753 ; 0,7580 ; 12,1278 ; 18,1916 ; 9,0958 ; 27,2874 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;PRODUCAO DE GRAOS;RECURSOS NATURAIS;SIM;;2692124;PRODUCAO DE GRAOS  13/02/2020 22/12/2023;13/02/2020;22/12/2023;2600;2400;2400;2,5;;1409;1,7033;621,7175;0,7771;;;01/01/2023;31/12/2023;5;0;0;356;0;0; 0,9753 ; 0,7580 ; 3,7899 ; 9,4748 ; 4,7374 ; 14,2122 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;INTEGRADO;2764162;TECNICO EM INFORMATICA INTEGRADO 05/04/2021 20/12/2023;05/04/2021;20/12/2023;3330;1200;3200;1,5;;990;3,2323;1.179,7980;1,4747;;;01/01/2023;31/12/2023;51;0;0;354;0;0; 0,9699 ; 1,4303 ; 72,9455 ; 109,4182 ; -     ; 109,4182 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROPECUARIA;RECURSOS NATURAIS;SIM;INTEGRADO;2765292;TECNICO EM AGROPECUARIA INTEGRADO 05/04/2021 20/12/2023;05/04/2021;20/12/2023;3400;1200;3200;2,5;;990;3,2323;1.179,7980;1,4747;;;01/01/2023;31/12/2023;55;0;0;354;0;0; 0,9699 ; 1,4303 ; 78,6667 ; 196,6667 ; 98,3333 ; 295,0000 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM COMERCIO;GESTAO E NEGOCIOS;NÃO;PROEJA - INTEGRADO;2765329;TECNICO EM COMERCIO PROEJA - INTEGRADO 05/04/2021 20/12/2023;05/04/2021;20/12/2023;2400;800;2400;2,5;;990;2,4242;884,8485;1,1061;;;01/01/2023;31/12/2023;1;0;0;354;0;0; 0,9699 ; 1,0727 ; 1,0727 ; 2,6818 ; -     ; 2,6818 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM ALIMENTOS;PRODUCAO ALIMENTICIA;NÃO;SUBSEQUENTE;2765340;TECNICO EM ALIMENTOS SUBSEQUENTE 05/04/2021 20/12/2022;05/04/2021;20/12/2022;1337;1200;1200;2,5;;625;1,9200;700,8000;0,8760;;;01/01/2023;31/12/2023;6;0;0;0;0;182,5; 0,5000 ; 0,4380 ; 1,3140 ; 3,2850 ; -     ; 3,2850 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);ASSISTENTE ADMINISTRATIVO;GESTAO E NEGOCIOS;NÃO;;2765396;ASSISTENTE ADMINISTRATIVO  05/04/2021 16/02/2022;05/04/2021;16/02/2022;1430;160;1430;1;;318;4,4969;1.430,0000;1,7875;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 0,5739 ; 1,0258 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;AGRONOMIA;RECURSOS NATURAIS;SIM;;2776132;AGRONOMIA  12/05/2021 31/12/2025;12/05/2021;31/12/2025;4354;3600;3600;2,5;;1695;2,1239;775,2212;0,9690;;;01/01/2023;31/12/2023;34;365;0;0;0;0; 1,0000 ; 0,9690 ; 32,9469 ; 82,3673 ; 41,1836 ; 123,5509 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2776170;ADMINISTRACAO  12/05/2021 23/12/2025;12/05/2021;23/12/2025;3100;3000;3000;1;;1687;1,7783;649,0812;0,8114;;;01/01/2023;31/12/2023;30;365;0;0;0;0; 1,0000 ; 0,8114 ; 24,3405 ; 24,3405 ; -     ; 24,3405 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;AGRONEGOCIO;RECURSOS NATURAIS;SIM;;2776171;AGRONEGOCIO  12/05/2021 23/12/2024;12/05/2021;23/12/2024;2600;2400;2400;1,5;;1322;1,8154;662,6324;0,8283;;;01/01/2023;31/12/2023;27;365;0;0;0;0; 1,0000 ; 0,8283 ; 22,3638 ; 33,5458 ; 16,7729 ; 50,3186 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2776135;CIENCIAS BIOLOGICAS  31/05/2021 31/12/2024;31/05/2021;31/12/2024;3304;3200;3200;2,5;;1311;2,4409;890,9230;1,1137;;;01/01/2023;31/12/2023;15;365;0;0;0;0; 1,0000 ; 1,1137 ; 16,7048 ; 41,7620 ; -     ; 41,7620 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2776134;MATEMATICA  07/06/2021 31/12/2024;07/06/2021;31/12/2024;3376;3200;3200;2,5;;1304;2,4540;895,7055;1,1196;;;01/01/2023;31/12/2023;6;365;0;0;0;0; 1,0000 ; 1,1196 ; 6,7178 ; 16,7945 ; -     ; 16,7945 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROPECUARIA;RECURSOS NATURAIS;SIM;INTEGRADO;2844795;TECNICO EM AGROPECUARIA INTEGRADO 16/02/2022 31/12/2024;16/02/2022;31/12/2024;3400;1200;3200;2,5;;1050;3,0476;1.112,3810;1,3905;;;01/01/2023;31/12/2023;69;365;0;0;0;0; 1,0000 ; 1,3905 ; 95,9429 ; 239,8571 ; 119,9286 ; 359,7857 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;INTEGRADO;2844799;TECNICO EM INFORMATICA INTEGRADO 16/02/2022 31/12/2024;16/02/2022;31/12/2024;3166;1200;3200;1,5;;1050;3,0152;1.100,5619;1,3757;;;01/01/2023;31/12/2023;45;365;0;0;0;0; 1,0000 ; 1,3757 ; 61,9066 ; 92,8599 ; -     ; 92,8599 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2853262;ADMINISTRACAO  16/02/2022 31/12/2026;16/02/2022;31/12/2026;3100;3000;3000;1;;1780;1,6854;615,1685;0,7690;;;01/01/2023;31/12/2023;26;365;0;0;0;0; 1,0000 ; 0,7690 ; 19,9930 ; 19,9930 ; -     ; 19,9930 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;AGRONEGOCIO;RECURSOS NATURAIS;SIM;;2853488;AGRONEGOCIO  16/02/2022 31/12/2025;16/02/2022;31/12/2025;2600;2400;2400;1,5;;1415;1,6961;619,0813;0,7739;;;01/01/2023;31/12/2023;40;365;0;0;0;0; 1,0000 ; 0,7739 ; 30,9541 ; 46,4311 ; 23,2155 ; 69,6466 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;AGRONOMIA;RECURSOS NATURAIS;SIM;;2853512;AGRONOMIA  16/02/2022 31/12/2026;16/02/2022;31/12/2026;4354;3600;3600;2,5;;1780;2,0225;738,2022;0,9228;;;01/01/2023;31/12/2023;29;365;0;0;0;0; 1,0000 ; 0,9228 ; 26,7598 ; 66,8996 ; 33,4498 ; 100,3494 ;PRESENCIAL;;;;;;;
RS;JÚLIO DE CASTILHOS;IFFARROUPILHA;CAMPUS JULIO DE CASTILHOS;ENSINO PRESENCIAL;PROGRAMA EJA INTEGRADA - EPT (SEB/MEC);QUALIFICACAO PROFISSIONAL (FIC);PADEIRO;PRODUCAO ALIMENTICIA;NÃO;PROEJA - INTEGRADO;2903179;PADEIRO PROEJA - INTEGRADO 07/03/2022 14/07/2023;07/03/2022;14/07/2023;1600;200;1600;2,5;;495;3,2323;1.179,7980;1,4747;;;01/01/2023;31/12/2023;11;0;0;195;0;0; 0,5342 ; 0,7879 ; 8,6667 ; 21,6667 ; -     ; 21,6667 ;PRESENCIAL;;;;;;;
